"id","icao","iata","name","city","municipality","country_id/id","elevation","latitude","longitude","tz","lid"
"aerodrome_00AA","00AA","","Aero B Ranch Airport","Leoti","Kansas","base.us","3435","38.70402","-101.47391","America/Chicago","00AA"
"aerodrome_00AK","00AK","","Lowell Field","Anchor Point","Alaska","base.us","252","59.94889","-151.69222","America/Anchorage","00AK"
"aerodrome_00AL","00AL","","Epps Airpark","Harvest","Alabama","base.us","820","34.86481","-86.77028","America/Chicago","00AL"
"aerodrome_00AN","00AN","","Katmai Lodge Airport","King Salmon","Alaska","base.us","80","59.09347","-156.45583","America/Anchorage","00AN"
"aerodrome_00AR","00AR","","Arland Airport","Bennington","Kansas","base.us","1352","38.96965","-97.60156","America/Chicago","00AR"
"aerodrome_00AS","00AS","","Fulton Airport","Alex","Oklahoma","base.us","1100","34.9428","-97.81802","America/Chicago","00AS"
"aerodrome_00CA","00CA","","Goldstone /Gts/ Airport","Barstow","California","base.us","3038","35.35497","-116.88521","America/Los_Angeles","00CA"
"aerodrome_00CL","00CL","","Williams Ag Airport","Biggs","California","base.us","87","39.42719","-121.76343","America/Los_Angeles","00CL"
"aerodrome_00FA","00FA","","Grass Patch Airport","Bushnell","Florida","base.us","53","28.64555","-82.21898","America/New_York","00FA"
"aerodrome_00FL","00FL","","River Oak Airport","Okeechobee","Florida","base.us","35","27.23088","-80.96923","America/New_York","00FL"
"aerodrome_00GA","00GA","","Lt World Airport","Lithonia","Georgia","base.us","700","33.7675","-84.06833","America/New_York","00GA"
"aerodrome_00ID","00ID","","Delta Shores Airport","Clark Fork","Idaho","base.us","2064","48.14528","-116.21444","America/Los_Angeles","00ID"
"aerodrome_00IG","00IG","","Goltl Airport","Mcdonald","Kansas","base.us","3359","39.72403","-101.39599","America/Chicago","00IG"
"aerodrome_00IL","00IL","","Hammer Airport","Polo","Illinois","base.us","840","41.97836","-89.56039","America/Chicago","00IL"
"aerodrome_00IS","00IS","","Hayenga's Cant Find Farms Airport","Kings","Illinois","base.us","820","40.0256","-89.12286","America/Chicago","00IS"
"aerodrome_00KS","00KS","","Hayden Farm Airport","Gardner","Kansas","base.us","1100","38.72779","-94.93052","America/Chicago","00KS"
"aerodrome_00KY","00KY","","Robbins Roost Airport","Stanford","Kentucky","base.us","1265","37.40944","-84.61972","America/New_York","00KY"
"aerodrome_00LS","00LS","","Lejeune Airport","Esterwood","Louisiana","base.us","12","30.13628","-92.42936","America/Chicago","00LS"
"aerodrome_00MD","00MD","","Slater Field","Federalsburg","Maryland","base.us","45","38.75706","-75.75382","America/New_York","00MD"
"aerodrome_00MN","00MN","","Battle Lake Municipal Airport","Battle Lake","Minnesota","base.us","1365","46.29996","-95.70032","America/Chicago","00MN"
"aerodrome_00NC","00NC","","North Raleigh Airport","Louisburg","North Carolina","base.us","348","36.08515","-78.37139","America/New_York","00NC"
"aerodrome_00NY","00NY","","Weiss Airfield","West Bloomfield","New York","base.us","1000","42.89586","-77.49516","America/New_York","00NY"
"aerodrome_00OK","00OK","","Gull Bay Landing Airport","Sandsprings","Oklahoma","base.us","960","36.19892","-96.21768","America/Chicago","00OK"
"aerodrome_00PN","00PN","","Ferrell Field","Mercer","Pennsylvania","base.us","1301","41.2995","-80.21111","America/New_York","00PN"
"aerodrome_00SC","00SC","","Flying O Airport","Sumter","South Carolina","base.us","150","34.00944","-80.26722","America/New_York","00SC"
"aerodrome_00SD","00SD","","Homan Field","Gary","South Dakota","base.us","1590","44.80916","-96.4989","America/Chicago","00SD"
"aerodrome_00TS","00TS","","Alpine Range Airport","Everman","Texas","base.us","670","32.60794","-97.24232","America/Chicago","00TS"
"aerodrome_00TT","00TT","","Nowhere Airport","Goodlett","Texas","base.us","1752","34.51661","-99.93694","America/Chicago","00TT"
"aerodrome_00TX","00TX","","Delva Field","Van","Texas","base.us","545","32.54445","-95.67313","America/Chicago","00TX"
"aerodrome_00VA","00VA","","Vaughan Airport","Alton","Virginia","base.us","551","36.576","-78.99917","America/New_York","00VA"
"aerodrome_00VI","00VI","","Groundhog Mountain Airport","Hillsville","Virginia","base.us","2680","36.66333","-80.4995","America/New_York","00VI"
"aerodrome_00WA","00WA","","Howell Airport","Longbranch","Washington","base.us","150","47.17843","-122.7718","America/Los_Angeles","00WA"
"aerodrome_00WI","00WI","","Northern Lite Airport","Waupaca","Wisconsin","base.us","860","44.30429","-89.05011","America/Chicago","00WI"
"aerodrome_00WN","00WN","","Hawks Run Airport","Asotin","Washington","base.us","2900","46.25","-117.249","America/Los_Angeles","00WN"
"aerodrome_00WV","00WV","","Lazy J Aerodrome","Beverly","West Virginia","base.us","2060","38.82889","-79.86611","America/New_York","00WV"
"aerodrome_00XA","00XA","","Weeski Ranch Airport","Hempstead","Texas","base.us","271","30.22404","-96.01415","America/Chicago","00XA"
"aerodrome_01AL","01AL","","Ware Island Airport","Clanton","Alabama","base.us","344","32.94596","-86.51387","America/Chicago","01AL"
"aerodrome_01AN","01AN","","Mc Hone Heights Airport","Wasilla","Alaska","base.us","610","61.64903","-149.33903","America/Anchorage","01AN"
"aerodrome_01CL","01CL","","Swansboro Country Airport","Placerville","California","base.us","2594","38.7999","-120.73438","America/Los_Angeles","01CL"
"aerodrome_01CN","01CN","","Coleman Homestead Airport","Talkeetna","Alaska","base.us","282","62.10698","-150.1093","America/Anchorage","01CN"
"aerodrome_01FA","01FA","","Rybolt Ranch Airport","Orlando","Florida","base.us","55","28.58944","-81.14423","America/New_York","01FA"
"aerodrome_01FL","01FL","","Cedar Knoll Flying Ranch Airport","Geneva","Florida","base.us","19","28.78194","-81.15923","America/New_York","01FL"
"aerodrome_01GE","01GE","","The Farm Airport","Wrightsville","Georgia","base.us","369","32.7","-82.8","America/New_York","01GE"
"aerodrome_01ID","01ID","","Lava Hot Springs Airport","Lava Hot Springs","Idaho","base.us","5268","42.60825","-112.03246","America/Boise","01ID"
"aerodrome_01IS","01IS","","William E Koenig Airport","Dow","Illinois","base.us","670","39.01616","-90.31817","America/Chicago","01IS"
"aerodrome_01LA","01LA","","Barham Airport","Oak Ridge","Louisiana","base.us","90","32.63903","-91.77374","America/Chicago","01LA"
"aerodrome_01MT","01MT","","Crystal Lakes Resort Airport","Fortine","Montana","base.us","3141","48.78913","-114.88044","America/Denver","01MT"
"aerodrome_01NC","01NC","","Topsail Airpark","Holly Ridge","North Carolina","base.us","65","34.47528","-77.58139","America/New_York","01NC"
"aerodrome_01NH","01NH","","Moore Airfield","Canaan","New Hampshire","base.us","835","43.64452","-72.08703","America/New_York","01NH"
"aerodrome_01NK","01NK","","Granville Airport","Granville","New York","base.us","421","43.42294","-73.26802","America/New_York","01NK"
"aerodrome_01NM","01NM","","Champion Ranch Airport","Artesia","New Mexico","base.us","3630","33.00861","-104.54028","America/Denver","01NM"
"aerodrome_01NV","01NV","","Lantana Ranch Airport","Yerington","Nevada","base.us","4600","38.76389","-119.02722","America/Los_Angeles","01NV"
"aerodrome_01OL","01OL","","Spring Creek Ranch East Airport","Tishomingo","Oklahoma","base.us","1060","34.37257","-96.71604","America/Chicago","01OL"
"aerodrome_01PA","01PA","","Powell Kaiser Airport","Bolivar","Pennsylvania","base.us","1500","40.36249","-79.16548","America/New_York","01PA"
"aerodrome_01PS","01PS","","Nort's Resort Airport","Meshoppen","Pennsylvania","base.us","1040","41.59591","-76.02964","America/New_York","01PS"
"aerodrome_01SC","01SC","","York Airport","York","South Carolina","base.us","779","35.03208","-81.25278","America/New_York","01SC"
"aerodrome_01TE","01TE","","Smith Field","Forney","Texas","base.us","505","32.73763","-96.42804","America/Chicago","01TE"
"aerodrome_01TN","01TN","","Colonial Air Park","Collierville","Tennessee","base.us","370","34.99593","-89.73064","America/Chicago","01TN"
"aerodrome_01TS","01TS","","Fort Parker Flying Field","Groesbeck","Texas","base.us","500","31.56525","-96.5461","America/Chicago","01TS"
"aerodrome_01VA","01VA","","Pickles Airport","Berryville","Virginia","base.us","500","39.125","-77.925","America/New_York","01VA"
"aerodrome_01WY","01WY","","Keyhole Airport","Moorcroft","Wyoming","base.us","4250","44.3472","-104.8108","America/Denver","01WY"
"aerodrome_02AA","02AA","","Barefoot Airport","Big Lake","Alaska","base.us","160","61.50667","-149.91194","America/Anchorage","02AA"
"aerodrome_02AK","02AK","","Rustic Wilderness Airport","Willow","Alaska","base.us","190","61.87691","-150.09764","America/Anchorage","02AK"
"aerodrome_02AL","02AL","","Bass Field","Foley","Alabama","base.us","61","30.37146","-87.76444","America/Chicago","02AL"
"aerodrome_02AR","02AR","","Mount Moriah Field","Murfreesboro","Arkansas","base.us","400","34.11694","-93.6965","America/Chicago","02AR"
"aerodrome_02CD","02CD","","Shannon Field","Clarksdale","Mississippi","base.us","165","34.12961","-90.52402","America/Chicago","02CD"
"aerodrome_02CO","02CO","","Mc Cullough Airport","Monte Vista","Colorado","base.us","7615","37.64333","-106.04697","America/Denver","02CO"
"aerodrome_02FA","02FA","","Osborn Airfield","Groveland","Florida","base.us","121","28.52667","-81.8748","America/New_York","02FA"
"aerodrome_02FD","02FD","","Triple R Ranch Airport","Baker","Florida","base.us","209","30.95235","-86.63542","America/Chicago","02FD"
"aerodrome_02GA","02GA","","Doug Bolton Field","Commerce","Georgia","base.us","884","34.20261","-83.42905","America/New_York","02GA"
"aerodrome_02GE","02GE","","Etowah Fields Airport","Euharlee","Georgia","base.us","710","34.17528","-84.92444","America/New_York","02GE"
"aerodrome_02ID","02ID","","Morgan Ranch Airport","Cascade","Idaho","base.us","5634","44.55546","-115.30511","America/Boise","02ID"
"aerodrome_02IN","02IN","","Diamond P Field","Muncie","Indiana","base.us","904","40.20889","-85.54083","America/Indiana/Indianapolis","02IN"
"aerodrome_02KS","02KS","","Jmj Landing Airport","St Marys","Kansas","base.us","1170","39.22222","-96.05527","America/Chicago","02KS"
"aerodrome_02MD","02MD","","Garner Field","Brandywine","Maryland","base.us","141","38.67254","-76.70974","America/New_York","02MD"
"aerodrome_02ME","02ME","","Nadeau's Airfield","Acton","Maine","base.us","700","43.5373","-70.92937","America/New_York","02ME"
"aerodrome_02MI","02MI","","Fairplains Airpark","Greenville","Michigan","base.us","850","43.157","-85.14893","America/Detroit","02MI"
"aerodrome_02MN","02MN","","Gregory Airport","Cambridge","Minnesota","base.us","950","45.62974","-93.17497","America/Chicago","02MN"
"aerodrome_02MO","02MO","","Troy Airpark","Troy","Missouri","base.us","630","39.04626","-91.02822","America/Chicago","02MO"
"aerodrome_02MS","02MS","","Watts Field","Rochdale","Mississippi","base.us","153","34.10011","-90.84677","America/Chicago","02MS"
"aerodrome_02MT","02MT","","Steppler Field","Culbertson","Montana","base.us","2112","47.98043","-104.70894","America/Denver","02MT"
"aerodrome_02NV","02NV","","Paiute Meadows Airport","Winnemucca","Nevada","base.us","4443","41.30056","-118.92833","America/Los_Angeles","02NV"
"aerodrome_02OK","02OK","","Bobbitt Airport","Lamont","Oklahoma","base.us","1033","36.61889","-97.535","America/Chicago","02OK"
"aerodrome_02PR","02PR","","Cuylers Airport","Vega Baja","Puerto Rico","base.us","15","18.45333","-66.36694","America/Puerto_Rico","02PR"
"aerodrome_02SC","02SC","","Harpers Airport","Estill","South Carolina","base.us","111","32.7585","-81.22482","America/New_York","02SC"
"aerodrome_02TN","02TN","","Ellis Field","Murfreesboro","Tennessee","base.us","840","35.78056","-86.58417","America/Chicago","02TN"
"aerodrome_02TS","02TS","","El Tesoro Ranch Airport","Charlotte","Texas","base.us","334","28.66264","-98.72309","America/Chicago","02TS"
"aerodrome_02UT","02UT","","Lucin Airport","Lucin","Utah","base.us","4412","41.36631","-113.84306","America/Denver","02UT"
"aerodrome_02VA","02VA","","The Greenhouse Airport","Culpeper","Virginia","base.us","320","38.43568","-77.85722","America/New_York","02VA"
"aerodrome_02WA","02WA","","Cawleys South Prairie Airport","South Prairie","Washington","base.us","690","47.15232","-122.094","America/Los_Angeles","02WA"
"aerodrome_02WI","02WI","","Beer Airport","Hudson","Wisconsin","base.us","920","45.03191","-92.65576","America/Chicago","02WI"
"aerodrome_02WN","02WN","","Fowler Field","Tonasket","Washington","base.us","2150","48.74583","-119.31861","America/Los_Angeles","02WN"
"aerodrome_02XA","02XA","","Jls Farms Airport","Honey Grove","Texas","base.us","675","33.59132","-95.88286","America/Chicago","02XA"
"aerodrome_02XS","02XS","","Seidel Ranch Airport","Elroy","Texas","base.us","510","30.14771","-97.66278","America/Chicago","02XS"
"aerodrome_03AZ","03AZ","","Thompson International Aviation Airport","Hereford","Arizona","base.us","4275","31.43343","-110.08397","America/Phoenix","03AZ"
"aerodrome_03FA","03FA","","Lake Persimmon Airstrip","Lake Placid","Florida","base.us","70","27.3531","-81.40813","America/New_York","03FA"
"aerodrome_03GA","03GA","","Hia Airport","Statesboro","Georgia","base.us","238","32.56231","-81.85769","America/New_York","03GA"
"aerodrome_03IA","03IA","","Flatlander Airport","Elliott","Iowa","base.us","1081","41.14141","-95.19438","America/Chicago","03IA"
"aerodrome_03ID","03ID","","Flying Y Ranch Airport","Council","Idaho","base.us","3180","44.79433","-116.53265","America/Boise","03ID"
"aerodrome_03IL","03IL","","Wix Airport","Monee","Illinois","base.us","750","41.40226","-87.81671","America/Chicago","03IL"
"aerodrome_03KY","03KY","","Flying H Farms Airport","Henderson","Kentucky","base.us","385","37.7959","-87.53879","America/Chicago","03KY"
"aerodrome_03MA","03MA","","Hadley Airport","Hadley","Massachusetts","base.us","150","42.39314","-72.55203","America/New_York","03MA"
"aerodrome_03ME","03ME","","Maple Ridge Airport","Harrison","Maine","base.us","556","44.08424","-70.62728","America/New_York","03ME"
"aerodrome_03MN","03MN","","Nauerth Land Ranch Airport","Lakefield","Minnesota","base.us","1435","43.62524","-95.22472","America/Chicago","03MN"
"aerodrome_03MO","03MO","","Dorton Airport","Richmond","Missouri","base.us","930","39.28883","-93.99242","America/Chicago","03MO"
"aerodrome_03MU","03MU","","Mc Donnell Airport","Archie","Missouri","base.us","874","38.49194","-94.41236","America/Chicago","03MU"
"aerodrome_03NC","03NC","","Pilots Ridge Airport","Carolina Beach","North Carolina","base.us","35","34.10434","-77.90417","America/New_York","03NC"
"aerodrome_03ND","03ND","","Olafson Brothers Airport","Edinburg","North Dakota","base.us","1045","48.62638","-97.82898","America/Chicago","03ND"
"aerodrome_03NV","03NV","","Llama Ranch Airport","Ruby Valley","Nevada","base.us","6120","40.58444","-115.29778","America/Los_Angeles","03NV"
"aerodrome_03NY","03NY","","Talmage Field","Riverhead","New York","base.us","95","40.95843","-72.71676","America/New_York","03NY"
"aerodrome_03OH","03OH","","Gibbs Field","Fremont","Ohio","base.us","580","41.41839","-83.01742","America/New_York","03OH"
"aerodrome_03OK","03OK","","Sahoma Lake Airport","Sapulpa","Oklahoma","base.us","890","36.0412","-96.16139","America/Chicago","03OK"
"aerodrome_03OL","03OL","","Bluebird Airport","Alex","Oklahoma","base.us","1232","35.01233","-97.70274","America/Chicago","03OL"
"aerodrome_03OR","03OR","","Powwatka Ridge Airport","Troy","Oregon","base.us","3340","45.85542","-117.48434","America/Los_Angeles","03OR"
"aerodrome_03PR","03PR","","Sun View Field","Bonner Springs","Kansas","base.us","980","39.06595","-94.9217","America/Chicago","03PR"
"aerodrome_03TE","03TE","","Barronena Ranch Airport","Hebbronville","Texas","base.us","600","27.49114","-98.66946","America/Chicago","03TE"
"aerodrome_03TT","03TT","","Brazos Polo Airport","Orchard","Texas","base.us","117","29.63212","-95.93248","America/Chicago","03TT"
"aerodrome_03UT","03UT","","A Z Minerals Corporation Airport","Mexican Hat","Utah","base.us","5315","37.12083","-109.98596","America/Denver","03UT"
"aerodrome_03WA","03WA","","Spangle Field","Spangle","Washington","base.us","2440","47.40823","-117.37186","America/Los_Angeles","03WA"
"aerodrome_03WN","03WN","","Aerostone Airfield","Goldendale","Washington","base.us","2342","45.87545","-120.67233","America/Los_Angeles","03WN"
"aerodrome_03XS","03XS","","Creekside Airport","Mertzon","Texas","base.us","2100","31.31806","-100.75417","America/Chicago","03XS"
"aerodrome_04AA","04AA","","Flying W Ranch Airport","Soldotna","Alaska","base.us","250","60.53583","-150.81139","America/Anchorage","04AA"
"aerodrome_04AN","04AN","","North 40 Airport","Sutton","Alaska","base.us","943","61.73751","-148.70072","America/Anchorage","04AN"
"aerodrome_04AZ","04AZ","","White Hills Airport","White Hills","Arizona","base.us","2470","35.72178","-114.45054","America/Denver","04AZ"
"aerodrome_04CA","04CA","","Gray Butte Field","Palmdale","California","base.us","3028","34.56662","-117.67038","America/Los_Angeles","04CA"
"aerodrome_04CL","04CL","","Desert Wings Sky Ranch Airport","Julian","California","base.us","2310","33.08171","-116.4414","America/Los_Angeles","04CL"
"aerodrome_04FA","04FA","","Richards Field","Homestead","Florida","base.us","9","25.55872","-80.51506","America/New_York","04FA"
"aerodrome_04FL","04FL","","Cross Creek Farms Airport","Ormond","Florida","base.us","30","29.23942","-81.222","America/New_York","04FL"
"aerodrome_04IA","04IA","","Middlekoop Airport","Packwood","Iowa","base.us","801","41.08835","-92.05462","America/Chicago","04IA"
"aerodrome_04ID","04ID","","Lanham Field","Emmett","Idaho","base.us","2343","43.87766","-116.53708","America/Boise","04ID"
"aerodrome_04IL","04IL","","Schertz Aerial Service - Hudson Airport","Hudson","Illinois","base.us","755","40.63754","-89.00702","America/Chicago","04IL"
"aerodrome_04IS","04IS","","Van Gorder Airport","Mansfield","Illinois","base.us","728","40.17864","-88.56895","America/Chicago","04IS"
"aerodrome_04KS","04KS","","Kraemer Airfield","Minneola","Kansas","base.us","2551","37.39855","-100.03709","America/Chicago","04KS"
"aerodrome_04KY","04KY","","Natchez Trace Farm Airport","Hiseville","Kentucky","base.us","710","37.13505","-85.78942","America/Chicago","04KY"
"aerodrome_04MA","04MA","","Goddard Airport","Haverhill","Massachusetts","base.us","200","42.80981","-71.13923","America/New_York","04MA"
"aerodrome_04ME","04ME","","Beech Hill Airport","Mercer","Maine","base.us","625","44.66673","-69.89394","America/New_York","04ME"
"aerodrome_04MI","04MI","","Rapids Airway Airport","Eaton Rapids","Michigan","base.us","880","42.53448","-84.62831","America/Detroit","04MI"
"aerodrome_04MN","04MN","","Helblad Airport","Kelliher","Minnesota","base.us","1195","47.98579","-94.68692","America/Chicago","04MN"
"aerodrome_04MS","04MS","","Nicks Flying Service Inc Airport","Rolling Fork","Mississippi","base.us","100","32.9","-90.8","America/Chicago","04MS"
"aerodrome_04MT","04MT","","Pluhar Airport","Cohagen","Montana","base.us","2715","47.1375","-106.4881","America/Denver","04MT"
"aerodrome_04NE","04NE","","Mc Connell Field","Sarben","Nebraska","base.us","3035","41.15999","-101.29905","America/Denver","04NE"
"aerodrome_04NJ","04NJ","","Emmanuel Airport","Elmer","New Jersey","base.us","155","39.59678","-75.23352","America/New_York","04NJ"
"aerodrome_04NV","04NV","","Kingston Ranch Airport","Sandy Valley","Nevada","base.us","2620","35.75553","-115.66473","America/Los_Angeles","04NV"
"aerodrome_04NY","04NY","","Klaverack Airport","Hudson","New York","base.us","250","42.26231","-73.69623","America/New_York","04NY"
"aerodrome_04OR","04OR","","Collins Landing Strip","Mitchell","Oregon","base.us","1500","44.74986","-120.20113","America/Los_Angeles","04OR"
"aerodrome_04TN","04TN","","Hensley Airpark","Chuckey","Tennessee","base.us","1430","36.18333","-82.67889","America/New_York","04TN"
"aerodrome_04TT","04TT","","4D Ranch Airport","Utopia","Texas","base.us","1550","29.71307","-99.54564","America/Chicago","04TT"
"aerodrome_04TX","04TX","","Pocock Airport","China Spring","Texas","base.us","565","31.73222","-97.36889","America/Chicago","04TX"
"aerodrome_04UT","04UT","","Navajo Mountain Airport","Navajo Mountain Trdng Post","Utah","base.us","6160","37.00833","-110.79514","America/Denver","04UT"
"aerodrome_04VT","04VT","","Lightning Bolt Field","Cabot","Vermont","base.us","2156","44.40111","-72.26361","America/New_York","04VT"
"aerodrome_04WA","04WA","","Ox Meadows Airport","Spokane","Washington","base.us","2345","47.58184","-117.43715","America/Los_Angeles","04WA"
"aerodrome_04WI","04WI","","Dutch Gap Airstrip","Bristol","Wisconsin","base.us","760","42.52335","-88.01675","America/Chicago","04WI"
"aerodrome_04WN","04WN","","Stillwater Creek Airport","Royal City","Washington","base.us","1510","46.95836","-119.63882","America/Los_Angeles","04WN"
"aerodrome_04XA","04XA","","Pecan Field","Jermyn","Texas","base.us","1130","33.28393","-98.40286","America/Chicago","04XA"
"aerodrome_05AK","05AK","","Wasilla Creek Airpark","Palmer","Alaska","base.us","645","61.66865","-149.18733","America/Anchorage","05AK"
"aerodrome_05AN","05AN","","Weltons Aerodrome","Fox","Alaska","base.us","795","64.96047","-147.60109","America/Anchorage","05AN"
"aerodrome_05AR","05AR","","Ozark Skies Airpark","Kingston","Arkansas","base.us","1900","36.00063","-93.57025","America/Chicago","05AR"
"aerodrome_05CL","05CL","","Pope Valley Airport","Pope Valley","California","base.us","618","38.61074","-122.39137","America/Los_Angeles","05CL"
"aerodrome_05CO","05CO","","Rancho De Aereo Airport","Mead","Colorado","base.us","4978","40.21498","-104.98442","America/Denver","05CO"
"aerodrome_05FA","05FA","","Melanie's Airport","Florala","Florida","base.us","295","30.91889","-86.21833","America/Chicago","05FA"
"aerodrome_05FL","05FL","","Charlton Strip","La Belle","Florida","base.us","36","26.52022","-81.41022","America/New_York","05FL"
"aerodrome_05GA","05GA","","Ark Airport","Richland","Georgia","base.us","625","32.1","-84.7","America/New_York","05GA"
"aerodrome_05IA","05IA","","Spotts Field","Nora Springs","Iowa","base.us","1155","43.13787","-93.06834","America/Chicago","05IA"
"aerodrome_05ID","05ID","","Running Creek Ranch Airport","Grangeville","Idaho","base.us","2969","45.91408","-114.83566","America/Los_Angeles","05ID"
"aerodrome_05IL","05IL","","Classic Landings Airport","Bonfield","Illinois","base.us","635","41.16","-88.01667","America/Chicago","05IL"
"aerodrome_05IN","05IN","","Cooper Airport","Belleville","Indiana","base.us","860","39.64199","-86.50416","America/Indiana/Indianapolis","05IN"
"aerodrome_05KS","05KS","","Darbro Field","Elk City","Kansas","base.us","925","37.26634","-95.95897","America/Chicago","05KS"
"aerodrome_05KT","05KT","","High Point Farm Airport","Frankfort","Kentucky","base.us","880","38.1882","-84.9275","America/New_York","05KT"
"aerodrome_05KY","05KY","","Cartersville Airport","Berea","Kentucky","base.us","1070","37.53556","-84.40722","America/New_York","05KY"
"aerodrome_05LA","05LA","","Greg's Flying Service Airport","Baskin","Louisiana","base.us","77","32.26542","-91.69792","America/Chicago","05LA"
"aerodrome_05LS","05LS","","Grass Roots Airport","Alexandria","Louisiana","base.us","83","31.25222","-92.47583","America/Chicago","05LS"
"aerodrome_05MD","05MD","","Breezecroft Airport","Chestertown","Maryland","base.us","20","39.24422","-76.19867","America/New_York","05MD"
"aerodrome_05ME","05ME","","Drisko Airport","Jonesboro","Maine","base.us","70","44.65702","-67.55916","America/New_York","05ME"
"aerodrome_05MO","05MO","","Jetsetter Outdoors Airport","Edina","Missouri","base.us","776","40.17202","-92.21251","America/Chicago","05MO"
"aerodrome_05MT","05MT","","Jones Landing Airport","Belgrade","Montana","base.us","4364","45.81663","-111.15214","America/Denver","05MT"
"aerodrome_05NC","05NC","","Dead Cow Field","Beaufort","North Carolina","base.us","11","34.75944","-76.64472","America/New_York","05NC"
"aerodrome_05NE","05NE","","Mc Kay Airport","Spalding","Nebraska","base.us","2010","41.72223","-98.30896","America/Chicago","05NE"
"aerodrome_05NV","05NV","","Baker Ranches Airport","Baker","Nevada","base.us","5180","39.02583","-114.095","America/Los_Angeles","05NV"
"aerodrome_05OH","05OH","","Eaglecrest Field","Conesville","Ohio","base.us","968","40.18467","-81.92063","America/New_York","05OH"
"aerodrome_05OK","05OK","","Muncy Airport","Hydro","Oklahoma","base.us","1680","35.47136","-98.54171","America/Chicago","05OK"
"aerodrome_05OR","05OR","","6 Ranch Airport","Enterprise","Oregon","base.us","3500","45.44425","-117.34731","America/Los_Angeles","05OR"
"aerodrome_05PS","05PS","","Mills Brothers Airport","Burnt Cabins","Pennsylvania","base.us","1210","40.14278","-77.86194","America/New_York","05PS"
"aerodrome_05TA","05TA","","Brandes Air Field","Sealy","Texas","base.us","270","29.80908","-96.26396","America/Chicago","05TA"
"aerodrome_05TE","05TE","","Hilde-Griff Field","Georgetown","Texas","base.us","950","30.72213","-97.7914","America/Chicago","05TE"
"aerodrome_05TS","05TS","","Dew Drop Airport","Justin","Texas","base.us","750","33.12929","-97.35863","America/Chicago","05TS"
"aerodrome_05TX","05TX","","Circle 'A' Ranch Airport","Blum","Texas","base.us","608","32.12917","-97.40417","America/Chicago","05TX"
"aerodrome_05VA","05VA","","Providence Airport","Farmville","Virginia","base.us","445","37.22417","-78.41861","America/New_York","05VA"
"aerodrome_05WI","05WI","","Ames Private Airport","Darien","Wisconsin","base.us","958","42.65112","-88.74594","America/Chicago","05WI"
"aerodrome_05WN","05WN","","Flat Creek Field","Kettle Falls","Washington","base.us","1570","48.70222","-118.0475","America/Los_Angeles","05WN"
"aerodrome_05XS","05XS","","Johnson Memorial Airport","Wilmot","Arkansas","base.us","105","33.0785","-91.56183","America/Chicago","05XS"
"aerodrome_06AA","06AA","","Twisted Sisters Airport","Sterling","Alaska","base.us","260","60.54014","-150.81361","America/Anchorage","06AA"
"aerodrome_06AK","06AK","","June Lake Airpark","Wasilla","Alaska","base.us","425","61.62762","-149.57533","America/Anchorage","06AK"
"aerodrome_06AN","06AN","","Niesen Airstrip","Nikiski","Alaska","base.us","194","60.73382","-151.21359","America/Anchorage","06AN"
"aerodrome_06AR","06AR","","Cy Bond Memorial Airport","Higden","Arkansas","base.us","499","35.54452","-92.18487","America/Chicago","06AR"
"aerodrome_06CO","06CO","","Jecan Airport","Branson","Colorado","base.us","5100","37.38751","-103.69106","America/Denver","06CO"
"aerodrome_06FA","06FA","","William P Gwinn Airport","Jupiter","Florida","base.us","28","26.90815","-80.32841","America/New_York","06FA"
"aerodrome_06FD","06FD","","Grass Roots Airpark","Mascotte","Florida","base.us","105","28.64167","-81.885","America/New_York","06FD"
"aerodrome_06IA","06IA","","Rich Field","Walford","Iowa","base.us","880","41.84014","-91.83441","America/Chicago","06IA"
"aerodrome_06ID","06ID","","Larkin Airport","Kuna","Idaho","base.us","2750","43.46267","-116.35901","America/Boise","06ID"
"aerodrome_06IL","06IL","","Humm Airport","Earlville","Illinois","base.us","708","41.59953","-88.86994","America/Chicago","06IL"
"aerodrome_06IS","06IS","","Sinele Strip","Nauvoo","Illinois","base.us","695","40.54643","-91.27432","America/Chicago","06IS"
"aerodrome_06MO","06MO","","Noahs Ark Airport","Waldron","Missouri","base.us","755","39.2","-94.8","America/Chicago","06MO"
"aerodrome_06MT","06MT","","Torgerson Airport","Ethridge","Montana","base.us","3541","48.55832","-112.1092","America/Denver","06MT"
"aerodrome_06NC","06NC","","Tailwinds Airport","St. Pauls","North Carolina","base.us","163","34.8275","-78.93028","America/New_York","06NC"
"aerodrome_06NH","06NH","","Cole Farm Airport","Kensington","New Hampshire","base.us","160","42.92842","-70.97311","America/New_York","06NH"
"aerodrome_06NV","06NV","","Silver Creek Airport","Baker","Nevada","base.us","5556","39.09833","-114.15028","America/Los_Angeles","06NV"
"aerodrome_06NY","06NY","","Murphy Field","Auburn","New York","base.us","1100","42.84278","-76.44528","America/New_York","06NY"
"aerodrome_06OH","06OH","","Hal Joy Airfield","Williamsfield","Ohio","base.us","1160","41.50978","-80.59119","America/New_York","06OH"
"aerodrome_06OI","06OI","","Green Acres Airport","New Lebanon","Ohio","base.us","915","39.73478","-84.38222","America/New_York","06OI"
"aerodrome_06PA","06PA","","Freefall Oz Airport","Ceres","Pennsylvania","base.us","1440","41.996","-78.2865","America/New_York","06PA"
"aerodrome_06TA","06TA","","Glaser Field","Buckholts","Texas","base.us","480","30.90852","-97.11694","America/Chicago","06TA"
