"id","code","aerodrome_id/id","length","length_uom_id/id","width","width_uom_id/id"
"runway_00AL_01","01","aerodrome_00AL","701.04","uom.product_uom_meter","60.96","uom.product_uom_meter"
"runway_00AL_19","19","aerodrome_00AL","701.04","uom.product_uom_meter","60.96","uom.product_uom_meter"
"runway_00AN_21","21","aerodrome_00AN","1376.78","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00AS_19","19","aerodrome_00AS","441.96","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00CA_04","04","aerodrome_00CA","1828.8","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00CA_22","22","aerodrome_00CA","1828.8","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00FA_08","08","aerodrome_00FA","975.36","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00FA_26","26","aerodrome_00FA","975.36","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00FL_12","12","aerodrome_00FL","1246.63","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00FL_30","30","aerodrome_00FL","1246.63","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00GA_09","09","aerodrome_00GA","792.48","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00GA_27","27","aerodrome_00GA","792.48","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00ID_08","08","aerodrome_00ID","1005.84","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_00ID_26","26","aerodrome_00ID","1005.84","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_00ID_11","11","aerodrome_00ID","822.96","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_00ID_29","29","aerodrome_00ID","822.96","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_00IL_18","18","aerodrome_00IL","762.0","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00IL_36","36","aerodrome_00IL","762.0","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00IS_09","09","aerodrome_00IS","487.68","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_00IS_24","24","aerodrome_00IS","487.68","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_00KS_17","17","aerodrome_00KS","792.48","uom.product_uom_meter","25.91","uom.product_uom_meter"
"runway_00KS_35","35","aerodrome_00KS","792.48","uom.product_uom_meter","25.91","uom.product_uom_meter"
"runway_00KY_01","01","aerodrome_00KY","640.08","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00KY_19","19","aerodrome_00KY","640.08","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00LS_18","18","aerodrome_00LS","792.48","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00LS_36","36","aerodrome_00LS","792.48","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00MD_14","14","aerodrome_00MD","518.16","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00MD_32","32","aerodrome_00MD","518.16","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00MN_06","06","aerodrome_00MN","898.86","uom.product_uom_meter","60.96","uom.product_uom_meter"
"runway_00MN_24","24","aerodrome_00MN","898.86","uom.product_uom_meter","60.96","uom.product_uom_meter"
"runway_00NC_05","05","aerodrome_00NC","807.72","uom.product_uom_meter","10.97","uom.product_uom_meter"
"runway_00NC_23","23","aerodrome_00NC","807.72","uom.product_uom_meter","10.97","uom.product_uom_meter"
"runway_00NY_03","03","aerodrome_00NY","716.28","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00NY_21","21","aerodrome_00NY","716.28","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00OK_17","17","aerodrome_00OK","670.56","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00OK_35","35","aerodrome_00OK","670.56","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00PN_12","12","aerodrome_00PN","152.4","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00PN_30","30","aerodrome_00PN","152.4","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_00SC_08","08","aerodrome_00SC","883.92","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00SC_26","26","aerodrome_00SC","883.92","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00SD_18","18","aerodrome_00SD","731.52","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00SD_36","36","aerodrome_00SD","731.52","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00TS_01","01","aerodrome_00TS","365.76","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_00TS_19","19","aerodrome_00TS","365.76","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_00TT_18","18","aerodrome_00TT","740.36","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00TT_36","36","aerodrome_00TT","740.36","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_00VA_01","01","aerodrome_00VA","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00VA_19","19","aerodrome_00VA","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00VI_09","09","aerodrome_00VI","457.2","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00VI_27","27","aerodrome_00VI","457.2","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00WA_08","08","aerodrome_00WA","336.8","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_00WA_26","26","aerodrome_00WA","336.8","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_00WI_09","09","aerodrome_00WI","304.8","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00WI_27","27","aerodrome_00WI","304.8","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_00WN_05","05","aerodrome_00WN","438.91","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00WN_23","23","aerodrome_00WN","438.91","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_00WV_05","05","aerodrome_00WV","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_00WV_23","23","aerodrome_00WV","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01CL_09","09","aerodrome_01CL","944.88","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01CL_27","27","aerodrome_01CL","944.88","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01FA_10","10","aerodrome_01FA","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01FA_28","28","aerodrome_01FA","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01FA_18","18","aerodrome_01FA","457.2","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01FA_36","36","aerodrome_01FA","457.2","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01FL_18","18","aerodrome_01FL","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01FL_36","36","aerodrome_01FL","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01GE_10","10","aerodrome_01GE","780.29","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01GE_28","28","aerodrome_01GE","780.29","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01ID_14","14","aerodrome_01ID","882.09","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01ID_32","32","aerodrome_01ID","882.09","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01IS_09","09","aerodrome_01IS","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01IS_27","27","aerodrome_01IS","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01LA_09","09","aerodrome_01LA","609.6","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01LA_27","27","aerodrome_01LA","609.6","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01MT_13","13","aerodrome_01MT","1524.0","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_01MT_31","31","aerodrome_01MT","1524.0","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_01NC_03","03","aerodrome_01NC","975.36","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01NC_21","21","aerodrome_01NC","975.36","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01NC_18","18","aerodrome_01NC","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01NC_36","36","aerodrome_01NC","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01NH_17","17","aerodrome_01NH","182.88","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01NH_35","35","aerodrome_01NH","182.88","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_01NM_02","02","aerodrome_01NM","822.96","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_01NM_20","20","aerodrome_01NM","822.96","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_01NM_27","27","aerodrome_01NM","609.6","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_01NV_18","18","aerodrome_01NV","609.6","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01NV_36","36","aerodrome_01NV","609.6","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01OL_23","23","aerodrome_01OL","487.68","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01PS_03","03","aerodrome_01PS","365.76","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_01PS_21","21","aerodrome_01PS","365.76","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_01SC_18","18","aerodrome_01SC","786.38","uom.product_uom_meter","35.97","uom.product_uom_meter"
"runway_01SC_36","36","aerodrome_01SC","786.38","uom.product_uom_meter","35.97","uom.product_uom_meter"
"runway_01TE_04","04","aerodrome_01TE","741.58","uom.product_uom_meter","16.76","uom.product_uom_meter"
"runway_01TE_22","22","aerodrome_01TE","741.58","uom.product_uom_meter","16.76","uom.product_uom_meter"
"runway_01TN_18","18","aerodrome_01TN","822.96","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01TN_36","36","aerodrome_01TN","822.96","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_01VA_03","03","aerodrome_01VA","457.2","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01VA_21","21","aerodrome_01VA","457.2","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_01WY_12","12","aerodrome_01WY","1328.93","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01WY_30","30","aerodrome_01WY","1328.93","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_01WY_16","16","aerodrome_01WY","792.48","uom.product_uom_meter","19.81","uom.product_uom_meter"
"runway_01WY_34","34","aerodrome_01WY","792.48","uom.product_uom_meter","19.81","uom.product_uom_meter"
"runway_02AK_15","15","aerodrome_02AK","670.56","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_02AK_33","33","aerodrome_02AK","670.56","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_02AL_18","18","aerodrome_02AL","609.6","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02AL_36","36","aerodrome_02AL","609.6","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02CD_15","15","aerodrome_02CD","762.0","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02CD_33","33","aerodrome_02CD","762.0","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02CO_17","17","aerodrome_02CO","813.82","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02CO_35","35","aerodrome_02CO","813.82","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02FA_18","18","aerodrome_02FA","757.43","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02FA_36","36","aerodrome_02FA","757.43","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02FD_19","19","aerodrome_02FD","1049.43","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02GA_08","08","aerodrome_02GA","365.76","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02GA_26","26","aerodrome_02GA","365.76","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02GA_13","13","aerodrome_02GA","457.2","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02GA_31","31","aerodrome_02GA","457.2","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02GE_09","09","aerodrome_02GE","1036.32","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02GE_27","27","aerodrome_02GE","1036.32","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02IN_09","09","aerodrome_02IN","310.9","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02IN_27","27","aerodrome_02IN","310.9","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02KS_11","11","aerodrome_02KS","502.92","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02KS_29","29","aerodrome_02KS","502.92","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02KS_18","18","aerodrome_02KS","594.36","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02KS_36","36","aerodrome_02KS","594.36","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02MD_27","27","aerodrome_02MD","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_02ME_14","14","aerodrome_02ME","731.52","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02ME_32","32","aerodrome_02ME","731.52","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02MI_09","09","aerodrome_02MI","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02MI_27","27","aerodrome_02MI","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_02MO_08","08","aerodrome_02MO","670.56","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02MO_26","26","aerodrome_02MO","670.56","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02MS_12","12","aerodrome_02MS","655.32","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02MS_30","30","aerodrome_02MS","655.32","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02NV_09","09","aerodrome_02NV","670.56","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02NV_27","27","aerodrome_02NV","670.56","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02PR_06","06","aerodrome_02PR","609.6","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02PR_24","24","aerodrome_02PR","609.6","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02SC_04","04","aerodrome_02SC","1097.28","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02SC_22","22","aerodrome_02SC","1097.28","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_02TN_11","11","aerodrome_02TN","487.68","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_02TN_29","29","aerodrome_02TN","487.68","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_02UT_07","07","aerodrome_02UT","1219.2","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_02UT_25","25","aerodrome_02UT","1219.2","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_02UT_16","16","aerodrome_02UT","1219.2","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02UT_34","34","aerodrome_02UT","1219.2","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02VA_18","18","aerodrome_02VA","914.4","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_02VA_36","36","aerodrome_02VA","914.4","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_02WA_16","16","aerodrome_02WA","807.72","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02WA_34","34","aerodrome_02WA","807.72","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02WI_18","18","aerodrome_02WI","670.56","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02WI_36","36","aerodrome_02WI","670.56","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_02WN_13","13","aerodrome_02WN","457.2","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_02WN_31","31","aerodrome_02WN","457.2","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_02XA_18","18","aerodrome_02XA","594.36","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_02XA_36","36","aerodrome_02XA","594.36","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03GA_10","10","aerodrome_03GA","606.55","uom.product_uom_meter","19.81","uom.product_uom_meter"
"runway_03GA_28","28","aerodrome_03GA","606.55","uom.product_uom_meter","19.81","uom.product_uom_meter"
"runway_03GA_11","11","aerodrome_03GA","595.88","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03GA_29","29","aerodrome_03GA","595.88","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03ID_11","11","aerodrome_03ID","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_03ID_29","29","aerodrome_03ID","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_03IL_18","18","aerodrome_03IL","792.48","uom.product_uom_meter","32.0","uom.product_uom_meter"
"runway_03IL_36","36","aerodrome_03IL","792.48","uom.product_uom_meter","32.0","uom.product_uom_meter"
"runway_03KY_03","03","aerodrome_03KY","701.04","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_03KY_21","21","aerodrome_03KY","701.04","uom.product_uom_meter","24.38","uom.product_uom_meter"
"runway_03MA_12","12","aerodrome_03MA","487.68","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03MA_30","30","aerodrome_03MA","487.68","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03ME_18","18","aerodrome_03ME","731.52","uom.product_uom_meter","27.43","uom.product_uom_meter"
"runway_03ME_36","36","aerodrome_03ME","731.52","uom.product_uom_meter","27.43","uom.product_uom_meter"
"runway_03MN_17","17","aerodrome_03MN","591.31","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_03MN_35","35","aerodrome_03MN","591.31","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_03MU_17","17","aerodrome_03MU","731.52","uom.product_uom_meter","7.32","uom.product_uom_meter"
"runway_03MU_35","35","aerodrome_03MU","731.52","uom.product_uom_meter","7.32","uom.product_uom_meter"
"runway_03NC_09","09","aerodrome_03NC","838.2","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_03NC_27","27","aerodrome_03NC","838.2","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_03ND_17","17","aerodrome_03ND","792.48","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03ND_35","35","aerodrome_03ND","792.48","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03NV_18","18","aerodrome_03NV","975.36","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_03NV_36","36","aerodrome_03NV","975.36","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_03NY_16","16","aerodrome_03NY","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_03NY_34","34","aerodrome_03NY","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_03OK_18","18","aerodrome_03OK","365.76","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03OK_36","36","aerodrome_03OK","365.76","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03OL_18","18","aerodrome_03OL","579.12","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_03OL_36","36","aerodrome_03OL","579.12","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_03OR_07","07","aerodrome_03OR","899.16","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03OR_25","25","aerodrome_03OR","899.16","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03PR_27","27","aerodrome_03PR","891.84","uom.product_uom_meter","19.81","uom.product_uom_meter"
"runway_03TE_12","12","aerodrome_03TE","1066.8","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_03TE_30","30","aerodrome_03TE","1066.8","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_03TT_18","18","aerodrome_03TT","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03TT_36","36","aerodrome_03TT","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03WA_18","18","aerodrome_03WA","853.44","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03WA_36","36","aerodrome_03WA","853.44","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_03WN_07","07","aerodrome_03WN","609.6","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_03WN_25","25","aerodrome_03WN","609.6","uom.product_uom_meter","21.34","uom.product_uom_meter"
"runway_03XS_04","04","aerodrome_03XS","975.36","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03XS_22","22","aerodrome_03XS","975.36","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03XS_15","15","aerodrome_03XS","487.68","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_03XS_33","33","aerodrome_03XS","487.68","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04AA_16","16","aerodrome_04AA","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04AA_34","34","aerodrome_04AA","396.24","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04AA_23","23","aerodrome_04AA","251.46","uom.product_uom_meter","20.73","uom.product_uom_meter"
"runway_04CA_26","26","aerodrome_04CA","2438.4","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_04CL_08","08","aerodrome_04CL","579.12","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04CL_26","26","aerodrome_04CL","579.12","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04FA_09","09","aerodrome_04FA","798.58","uom.product_uom_meter","64.62","uom.product_uom_meter"
"runway_04FA_27","27","aerodrome_04FA","798.58","uom.product_uom_meter","64.62","uom.product_uom_meter"
"runway_04FL_09","09","aerodrome_04FL","914.4","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04FL_27","27","aerodrome_04FL","914.4","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04IA_18","18","aerodrome_04IA","704.09","uom.product_uom_meter","25.6","uom.product_uom_meter"
"runway_04IA_36","36","aerodrome_04IA","704.09","uom.product_uom_meter","25.6","uom.product_uom_meter"
"runway_04ID_07","07","aerodrome_04ID","914.4","uom.product_uom_meter","7.62","uom.product_uom_meter"
"runway_04ID_25","25","aerodrome_04ID","914.4","uom.product_uom_meter","7.62","uom.product_uom_meter"
"runway_04IS_09","09","aerodrome_04IS","670.56","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_04IS_27","27","aerodrome_04IS","670.56","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_04KY_15","15","aerodrome_04KY","518.16","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_04KY_33","33","aerodrome_04KY","518.16","uom.product_uom_meter","9.14","uom.product_uom_meter"
"runway_04MA_16","16","aerodrome_04MA","640.08","uom.product_uom_meter","91.44","uom.product_uom_meter"
"runway_04MA_34","34","aerodrome_04MA","640.08","uom.product_uom_meter","91.44","uom.product_uom_meter"
"runway_04ME_15","15","aerodrome_04ME","594.36","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_04ME_33","33","aerodrome_04ME","594.36","uom.product_uom_meter","36.58","uom.product_uom_meter"
"runway_04MI_18","18","aerodrome_04MI","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04MI_36","36","aerodrome_04MI","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04MN_10","10","aerodrome_04MN","762.0","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_04MN_28","28","aerodrome_04MN","762.0","uom.product_uom_meter","45.72","uom.product_uom_meter"
"runway_04MS_17","17","aerodrome_04MS","1036.32","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04MS_35","35","aerodrome_04MS","1036.32","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04NJ_08","08","aerodrome_04NJ","1066.8","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04NJ_26","26","aerodrome_04NJ","1066.8","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04NV_02","02","aerodrome_04NV","987.55","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_04NV_20","20","aerodrome_04NV","987.55","uom.product_uom_meter","13.72","uom.product_uom_meter"
"runway_04NY_02","02","aerodrome_04NY","1584.96","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04NY_20","20","aerodrome_04NY","1584.96","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04TN_01","01","aerodrome_04TN","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04TN_19","19","aerodrome_04TN","914.4","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04TT_18","18","aerodrome_04TT","1415.8","uom.product_uom_meter","16.76","uom.product_uom_meter"
"runway_04TT_36","36","aerodrome_04TT","1415.8","uom.product_uom_meter","16.76","uom.product_uom_meter"
"runway_04TX_12","12","aerodrome_04TX","609.6","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04TX_30","30","aerodrome_04TX","609.6","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04UT_04","04","aerodrome_04UT","1127.76","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04UT_22","22","aerodrome_04UT","1127.76","uom.product_uom_meter","15.24","uom.product_uom_meter"
"runway_04VT_06","06","aerodrome_04VT","396.24","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_04VT_24","24","aerodrome_04VT","396.24","uom.product_uom_meter","12.19","uom.product_uom_meter"
"runway_04WI_09","09","aerodrome_04WI","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04WI_27","27","aerodrome_04WI","548.64","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_04WN_11","11","aerodrome_04WN","1249.68","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_04WN_29","29","aerodrome_04WN","1249.68","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05AK_01","01","aerodrome_05AK","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_05AK_19","19","aerodrome_05AK","609.6","uom.product_uom_meter","22.86","uom.product_uom_meter"
"runway_05AN_23","23","aerodrome_05AN","381.0","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_05AR_06","06","aerodrome_05AR","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_05AR_24","24","aerodrome_05AR","609.6","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_05CL_10","10","aerodrome_05CL","1127.76","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05CL_28","28","aerodrome_05CL","1127.76","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05CO_18","18","aerodrome_05CO","807.72","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05CO_36","36","aerodrome_05CO","807.72","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05FA_08","08","aerodrome_05FA","899.16","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_05FA_26","26","aerodrome_05FA","899.16","uom.product_uom_meter","30.48","uom.product_uom_meter"
"runway_05FL_09","09","aerodrome_05FL","975.36","uom.product_uom_meter","18.29","uom.product_uom_meter"
"runway_05FL_27","27","aerodrome_05FL","975.36","uom.product_uom_meter","18.29","uom.product_uom_meter"
